No,Title,Full Name,First Name,Last Name,Party,Profession,Birthplace,Marital Status,Constituency,Constituency Info,Profile URL,Homepage,Facebook,Instagram,TikTok,X,Mastodon,YouTube,Bluesky,LinkedIn,Threads,Telegram,Youtube,Gettr,Odyssee,Rumble,Xing,Twitch,WhatsApp,Tiktok,Linkedin,TiKTOK,LindedIn,Blog,Spotify,BlueSky,https://,Instgagram,Theads,Instgram,Telegramm,homepage
377,,Claudia Moll,Claudia,Moll,SPD,Altenpflegerin,Eschweiler; römisch-katholisch; verheiratet; zwei Kinder.,verheiratet,Nordrhein-Westfalen,Wahlkreis 087: Aachen II,https://www.bundestag.de/abgeordnete/biografien/M/moll_claudia-1046166,https://www.claudiamoll.de/,https://www.facebook.com/claudiamollspd,https://www.instagram.com/claudia_moll_,https://www.tiktok.com/@claudia_moll?_t=8ruEyvahc36&_r=1,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,Matthias Moosdorf,Matthias,Moosdorf,AfD,"Musiker, Hochschullehrer",Leipzig; konfessionslos; verheiratet; vier Kinder.,verheiratet,Sachsen,Wahlkreis 164: Zwickau,https://www.bundestag.de/abgeordnete/biografien/M/moosdorf_matthias-1046188,http://www.moosdorf21.de,https://www.facebook.com/matthias.moosdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,Christian Moser,Christian,Moser,CDU/CSU,Jurist,Pfaffenhofen a. d. Ilm; verheiratet; ein Kind.,verheiratet,Bayern,Wahlkreis 213: Freising,https://www.bundestag.de/abgeordnete/biografien/M/moser_christian-1046208,https://www.moser-christian.de,https://www.facebook.com/christian.anton.moser,https://www.instagram.com/christ.tian.moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,Axel Müller,Axel,Müller,CDU/CSU,Vorsitzender Richter am LG a. D.,Esslingen am Neckar; römisch-katholisch; ledig.,ledig,Baden-Württemberg,Wahlkreis 294: Ravensburg,https://www.bundestag.de/abgeordnete/biografien/M/mueller_axel-1048984,http://www.cduaxelmueller.de/,http://www.facebook.com/cduaxelmueller,https://www.instagram.com/axelmueller.mdb/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,Carsten Müller,Carsten,Müller,CDU/CSU,"Bankkaufmann, Rechtsanwalt",Braunschweig.,geschieden,Niedersachsen,Wahlkreis 050: Braunschweig,https://www.bundestag.de/abgeordnete/biografien/M/mueller_carsten-1046224,http://www.carsten-mueller.com,http://www.facebook.com/carsten.muller.125,https://www.instagram.com/carsten.mueller_mdb?igshid=YTQwZjQ0NmI0OA==,,http://twitter.com/mdbmuller,,,,,,,,,,,,,,,https://de.linkedin.com/in/carsten-m%C3%BCller-4b6b2a71,,,,,,,,,,,
382,,Claudia Müller,Claudia,Müller,Bündnis 90/Die Grünen,parl. Staatssekretärin,Rostock; zwei Kinder.,geschieden,Mecklenburg-Vorpommern,Wahlkreis 015: Vorpommern-Rügen – Vorpommern-Greifswald I,https://www.bundestag.de/abgeordnete/biografien/M/mueller_claudia-1046228,https://www.claudia-mueller.de/,https://www.facebook.com/gruenclaudia,https://www.instagram.com/gruenclaudia,,https://x.com/gruenclaudia,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,Florian Müller,Florian,Müller,CDU/CSU,,Attendorn; römisch-katholisch; verheiratet; zwei Kinder.,verheiratet,Nordrhein-Westfalen,Wahlkreis 148: Olpe – Märkischer Kreis I,https://www.bundestag.de/abgeordnete/biografien/M/mueller_florian-1046234,http://www.florian-mueller.de,https://www.facebook.com/FlorianMuellerCDU,https://www.instagram.com/florianmuellercdu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,Sascha Müller,Sascha,Müller,Bündnis 90/Die Grünen,Sportjournalist,Essen; verheiratet; zwei Kinder.,verheiratet,Bayern,Wahlkreis 244: Nürnberg-Süd,https://www.bundestag.de/abgeordnete/biografien/M/mueller_sascha-1046248,http://www.mueller-sascha.de,https://www.facebook.com/SaschaMuellerMdB,https://www.instagram.com/saschamueller_mdb/,,https://twitter.com/SaschaMuller,,,,https://www.linkedin.com/in/sascha-mueller-mdb,,,,,,,,,,,,,,,,,,,,,,
385,,Sepp Müller,Sepp,Müller,CDU/CSU,Diplomierter Bankbetriebswirt,Lutherstadt Wittenberg; konfessionslos; ledig; ein Kind.,ledig,Sachsen-Anhalt,Wahlkreis 070: Anhalt – Dessau – Wittenberg,https://www.bundestag.de/abgeordnete/biografien/M/mueller_sepp-1046250,https://www.xn--sepp-mller-feb.de/,https://www.facebook.com/SeppMuellerMdB/,https://www.instagram.com/sepp.mueller_mdb/,,https://x.com/mueller_sepp?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,,,,,,https://www.youtube.com/channel/UCtRqDIE-09zs491Mby-0Iag ||| LinkedIn Account,,,,,,,,,,,,,,,,,,,
386,,Sebastian Münzenmaier,Sebastian,Münzenmaier,AfD,Finanzanlagen- und Versicherungsfachmann (IHK),Darmstadt.,geschieden,Rheinland-Pfalz,Wahlkreis 208: Kaiserslautern,https://www.bundestag.de/abgeordnete/biografien/M/muenzenmaier_sebastian-1046268,http://www.sebastian-muenzenmaier.de/,https://www.facebook.com/sebastian.muenzenmaier/,,https://www.tiktok.com/@muenzenmaier,http://twitter.de/S_Muenzenmaier/,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Dr.,Rolf Mützenich,Rolf,Mützenich,SPD,Politikwissenschaftler,Köln; verheiratet.,verheiratet,Nordrhein-Westfalen,Wahlkreis 094: Köln III,https://www.bundestag.de/abgeordnete/biografien/M/muetzenich_rolf-1046274,https://www.rolfmuetzenich.de,https://www.facebook.com/Rolf.Muetzenich/?locale=de_DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Dr.,Stefan Nacke,Stefan,Nacke,CDU/CSU,,"Münster; römisch-katholisch; verheiratet, ein Kind.",verheiratet,Nordrhein-Westfalen,Wahlkreis 128: Münster,https://www.bundestag.de/abgeordnete/biografien/N/nacke_stefan-1046276,https://www.stefan-nacke.nrw,https://www.facebook.com/Nacke2021,https://www.instagram.com/stefan.nacke,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,Sara Nanni,Sara,Nanni,Bündnis 90/Die Grünen,Friedens- und Konfliktforscherin,"Datteln; verheiratet, ein Kind. Aufgewachsen in Waltrop. Abitur in Münster 2007.",verheiratet,Nordrhein-Westfalen,Wahlkreis 106: Düsseldorf II,https://www.bundestag.de/abgeordnete/biografien/N/nanni_sara-1046284,https://sara-nanni.de,http://facebook.com/SaraNanni.Bundestag,https://www.instagram.com/saranannni/,,https://twitter.com/SaraNanni/,,,https://bsky.app/profile/sarananni.bsky.social,,,,,,,,,,,,,,,,,,,,,,,
390,,Rasha Nasr,Rasha,Nasr,SPD,Politikwissenschaftlerin,Dresden; konfessionslos; verheiratet; ein Kind.,verheiratet,Sachsen,Wahlkreis 158: Dresden I,https://www.bundestag.de/abgeordnete/biografien/N/nasr_rasha-1046286,,,https://www.instagram.com/rasha_nasr/,,,,,,,https://www.threads.net/@rasha_nasr?hl=de,,,,,,,,,,,,,,,,,,,,,
391,,Edgar Naujok,Edgar,Naujok,AfD,Unternehmer,Oggersheim.,geschieden,Sachsen,Wahlkreis 153: Leipzig-Land,https://www.bundestag.de/abgeordnete/biografien/N/naujok_edgar-1049008,https://edgar-naujok.de,https://www.facebook.com/naujok.afd,https://www.instagram.com/edgar_naujok/,https://www.tiktok.com/@edgarnaujokmdb,https://twitter.com/edgar_naujok,,,,,,,,,,,,,,,,,,,,,,,,,,
392,,Charlotte Antonia Neuhäuser,Charlotte Antonia,Neuhäuser,Die Linke,Studentin,Olpe; römisch-katholisch; ledig.,ledig,Nordrhein-Westfalen,Wahlkreis 136: Paderborn,https://www.bundestag.de/abgeordnete/biografien/N/neuhaeuser_charlotte-1046310,https://www.charlotte-neuhaeuser.de,,https://www.instagram.com/charlotteneuhaeuser/,https://www.tiktok.com/@charlotteneuhaeuser,,,,https://bsky.app/profile/linkecharlotte.bsky.social,https://www.linkedin.com/in/charlotte-neuhäuser-55b372233/,,,,,,,,,,,,,,,,,,,,,,
393,Dr.,Ophelia Nick,Ophelia,Nick,Bündnis 90/Die Grünen,Tierärztin,Herdecke; verheiratet; vier Kinder.,verheiratet,Nordrhein-Westfalen,Wahlkreis 104: Mettmann II,https://www.bundestag.de/abgeordnete/biografien/N/nick_ophelia-1046332,https://ophelia-nick.de/,https://www.facebook.com/Ophelia.Nick,https://www.instagram.com/ophelianick,https://www.tiktok.com/@ophelianick,https://twitter.com/OpheliaNick,,,https://bsky.app/profile/ophelia-nick.de,https://de.linkedin.com/in/ophelia-nick,,,,,,,,,,,,,,,,,,,,,,
394,,Iris Nieland,Iris,Nieland,AfD,Sparkassenkauffrau,Dortmund.,geschieden,Rheinland-Pfalz,Wahlkreis 209: Pirmasens,https://www.bundestag.de/abgeordnete/biografien/N/nieland_iris-1046344,https://iris-nieland.de/,https://www.facebook.com/iris.nieland.afd,https://www.instagram.com/irisnielandafd/,https://www.tiktok.com/@iris.nieland,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,Jan Ralf Nolte,Jan Ralf,Nolte,AfD,Soldat,"Bremen, russisch-orthodox, verheiratet.",verheiratet,Hessen,Wahlkreis 166: Waldeck,https://www.bundestag.de/abgeordnete/biografien/N/nolte_jan-1046360,https://www.jan-nolte.de,https://www.facebook.com/jannolteafd,,https://www.tiktok.com/@jan_nolte_bundestag,https://www.x.com/@jan_nolte_afd,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Dr.,Konstantin von Notz,Konstantin von,Notz,Bündnis 90/Die Grünen,Volljurist,"Mölln; verheiratet, zwei Kinder.",verheiratet,Schleswig-Holstein,Wahlkreis 010: Herzogtum Lauenburg – Stormarn-Süd,https://www.bundestag.de/abgeordnete/biografien/N/notz_konstantin-1046366,https://www.von-notz.de/,http://de-de.facebook.com/konstantin.vonnotz,https://instagram.com/konstantinnotz,,http://twitter.com/KonstantinNotz,,,,https://www.linkedin.com/in/konstantin-von-notz,,,,,,,,,,,,,,,,,,,,,,
397,,Omid Nouripour,Omid,Nouripour,Bündnis 90/Die Grünen,Selbstständiger Berater,"Teheran, Iran; verheiratet; ein Kind.",verheiratet,Hessen,Wahlkreis 182: Frankfurt am Main II,https://www.bundestag.de/abgeordnete/biografien/N/nouripour_omid-1046368,http://www.nouripour.de,http://facebook.com/nouripour1,,,http://twitter.com/nouripour,,,https://bsky.app/profile/nouripour.bsky.social,https://de.linkedin.com/in/nouripour,https://www.threads.net/@nouripour,,https://www.youtube.com/@Nouripour,,,,,,,,,,,,,,,,,https://www.instagram.com/nouripour/,,
398,,Wilfried Oellers,Wilfried,Oellers,CDU/CSU,Rechtsanwalt,Mönchengladbach; römisch-katholisch; verheiratet; zwei Kinder.,verheiratet,Nordrhein-Westfalen,Wahlkreis 088: Heinsberg,https://www.bundestag.de/abgeordnete/biografien/O/oellers_wilfried-1046398,https://www.wilfried-oellers.de/,https://www.facebook.com/WilfriedOellers.CDU,https://www.instagram.com/wilfried.oellers/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,Florian Oest,Florian,Oest,CDU/CSU,"Betriebswirt, Jurist",Görlitz.,geschieden,Sachsen,Wahlkreis 156: Görlitz,https://www.bundestag.de/abgeordnete/biografien/O/oest_florian-1046402,https://www.florianoest.de,https://www.facebook.com/florianoest,https://www.instagram.com/florian.oest/,,https://x.com/oestflorian?lang=de,,,,,,,,,,,,,,,,,,,,,,,,,,
400,,Cansu Özdemir,Cansu,Özdemir,Die Linke,,Hamburg; verheiratet; ein Kind.,verheiratet,Hamburg,,https://www.bundestag.de/abgeordnete/biografien/O/oezdemir_cansu-1046452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,Mahmut Özdemir,Mahmut,Özdemir,SPD,Rechtsreferendar,Duisburg.,geschieden,Nordrhein-Westfalen,Wahlkreis 115: Duisburg II,https://www.bundestag.de/abgeordnete/biografien/O/oezdemir_mahmut-1046456,https://www.oezdemir-fuer-duisburg.de/,https://www.facebook.com/oezdemir.spd/,https://www.instagram.com/oezdemir.spd/,,https://x.com/oezdemir_spd?mx=2,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,Aydan Özoğuz,Aydan,Özoğuz,SPD,Wissenschaftliche Mitarbeiterin,Hamburg. 1994 Magister-Abschluss in Anglistik der Universität Hamburg.,geschieden,Hamburg,Wahlkreis 022: Hamburg-Wandsbek,https://www.bundestag.de/abgeordnete/biografien/O/oezoguz_aydan-1046460,https://www.oezoguz.de,https://www.facebook.com/AydanOezoguz;,,,https://x.com/oezoguz,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,Harald Orthey,Harald,Orthey,CDU/CSU,Betriebswirt,Hachenburg.,geschieden,Rheinland-Pfalz,Wahlkreis 203: Montabaur,https://www.bundestag.de/abgeordnete/biografien/O/orthey_harald-1046420,https://www.harald-orthey.de,https://www.facebook.com/harald.orthey.5,https://www.instagram.com/h.orthey/#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,Josephine Ortleb,Josephine,Ortleb,SPD,Fachwirtin im Gastgewerbe,"Saarbrücken; ledig, Mutter eines Sohnes.",ledig,Saarland,Wahlkreis 296: Saarbrücken,https://www.bundestag.de/abgeordnete/biografien/O/ortleb_josephine-1046422,https://www.josephine-ortleb.de,https://www.facebook.de/josephine.ortleb,https://www.instagram.com/josephineortleb,https://www.tiktok.com/@josephineortlebmdb,https://twitter.com/josephineortleb,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,Florian Oßner,Florian,Oßner,CDU/CSU,Diplom-Volkswirt (Univ.),Vilsbiburg; römisch-katholisch; verheiratet; zwei Kinder.,verheiratet,Bayern,Wahlkreis 227: Landshut,https://www.bundestag.de/abgeordnete/biografien/O/ossner_florian-1049032,https://www.florian-ossner.de,https://www.facebook.com/ossner1,https://www.instagram.com/florian_ossner/,,https://twitter.com/Florian_Ossner,,https://youtube.com/@florian_ossner,,https://linkedin.com/in/florian-oßner,,,,,,,,,,,,,,,,,,,,,,
406,,Josef Oster,Josef,Oster,CDU/CSU,Diplom-Verwaltungswirt (FH),Zell (Mosel); römisch-katholisch.,geschieden,Rheinland-Pfalz,Wahlkreis 198: Koblenz,https://www.bundestag.de/abgeordnete/biografien/O/oster_josef-1046428,https://josef-oster.de/,https://www.facebook.com/josef.oster.bundestag/,https://www.instagram.com/josef_oster/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,Henning Otte,Henning,Otte,CDU/CSU,,Celle; evangelisch-lutherisch; verheiratet; vier Kinder.,verheiratet,Niedersachsen,Wahlkreis 044: Celle – Uelzen,https://www.bundestag.de/abgeordnete/biografien/O/otte_henning-1046440,http://www.henning-otte.de,https://de-de.facebook.com/henningottecducelleuelzen/,https://www.instagram.com/henningotte_mdb/,,https://x.com/henningottemdb,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,Karoline Otte,Karoline,Otte,Bündnis 90/Die Grünen,Kreisinspektorin,Göttingen; evangelisch-lutherisch; verheiratet; zwei Kinder.,verheiratet,Niedersachsen,Wahlkreis 052: Goslar – Northeim – Göttingen II,https://www.bundestag.de/abgeordnete/biografien/O/otte_karoline-1046442,https://karolineotte.de/,https://www.facebook.com/karootte/,https://www.instagram.com/karo_otte,,https://twitter.com/karo_otte,,,,,,,,,,,,,,https://www.tiktok.com/@karo.otte,,,,,,,,,,,,
409,,Gerold Otten,Gerold,Otten,AfD,,Lübberstedt; verheiratet; ein Kind.,verheiratet,Bayern,Wahlkreis 220: München-Land,https://www.bundestag.de/abgeordnete/biografien/O/otten_gerold-1046446,https://mdb-otten.de/,https://www.facebook.com/GeroldOttenAfD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Dr.,Christos Pantazis,Christos,Pantazis,SPD,Arzt,Hannover; verheiratet; zwei Kinder.,verheiratet,Niedersachsen,Wahlkreis 050: Braunschweig,https://www.bundestag.de/abgeordnete/biografien/P/pantazis_christos-1046474,https://www.christos-pantazis.de,https://www.facebook.com/dr.christos.pantazis,https://www.instagram.com/dr.christos.pantazis,https://www.tiktok.com/@dr.christos.pantazis,https://www.x.com/dr_pantazis,,https://www.youtube.com/c/drchristospantazis,,,,,,,,,,,https://www.whatsapp.com/channel/0029VaZmA6XDTkJz4qxc3w00,,,,,,,,,,,,,
411,,Luigi Pantisano,Luigi,Pantisano,Die Linke,"Stadtplaner, Architekt",Waiblingen; verheiratet; zwei Kinder.,verheiratet,Baden-Württemberg,Wahlkreis 258: Stuttgart I,https://www.bundestag.de/abgeordnete/biografien/P/pantisano_luigi-1046476,https://www.luigipantisano.de,https://facebook.com/luigipantisano,https://www.instagram.com/luigipantisano/,https://www.tiktok.com/@pantisano,https://x.com/LuigiPantisano,,https://www.youtube.com/@LuigiPantisano,,,,,,,,,,,,,,,,,,,,,,,,
412,,Andreas Paul,Andreas,Paul,AfD,Bundeswehroffizier,Düsseldorf; römisch-katholisch; ledig.,ledig,Niedersachsen,Wahlkreis 027: Oldenburg – Ammerland,https://www.bundestag.de/abgeordnete/biografien/P/paul_andreas-1046490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,,Denis Pauli,Denis,Pauli,AfD,Bauingenieur,Karaganda / Kasachstan; verheiratet; drei Kinder.,verheiratet,Nordrhein-Westfalen,,https://www.bundestag.de/abgeordnete/biografien/P/pauli_denis-1046492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Dr.,Thomas Pauls,Thomas,Pauls,CDU/CSU,Wirtschaftswissenschaftler,Würselen; römisch-katholisch; verheiratet.,verheiratet,Hessen,Wahlkreis 176: Wetterau I,https://www.bundestag.de/abgeordnete/biografien/P/pauls_thomas-1046496,https://www.thomas-pauls.de,https://www.facebook.com/thomas.pauls.73,https://www.instagram.com/_thomas_pauls,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,Lisa Paus,Lisa,Paus,Bündnis 90/Die Grünen,,Altenrheine (jetzt Rheine); ledig; ein Kind.,ledig,Berlin,Wahlkreis 079: Berlin-Charlottenburg-Wilmersdorf,https://www.bundestag.de/abgeordnete/biografien/P/paus_lisa-1046498,https://lisa-paus.de/,,https://www.instagram.com/accounts/login/?next=https%3A%2F%2Fwww.instagram.com%2Flisa.paus%2F&is_from_rle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,Natalie Pawlik,Natalie,Pawlik,SPD,,"Wostok, Russland; evangelisch; ledig.",ledig,Hessen,Wahlkreis 176: Wetterau I,https://www.bundestag.de/abgeordnete/biografien/P/pawlik_natalie-1046500,https://natalie-pawlik.spd.de/,https://www.facebook.com/PawlikNatalie,https://www.instagram.com/natalie.pawlik,https://www.tiktok.com/@natalie.pawlik.mdb,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,Jens Peick,Jens,Peick,SPD,Diplom Verwaltungswirt (FH),Castrop-Rauxel.,geschieden,Nordrhein-Westfalen,Wahlkreis 141: Dortmund I,https://www.bundestag.de/abgeordnete/biografien/P/peick_jens-1046504,https://www.jenspeick.de,https://facebook.com/jenspeick.spd,https://instagram.com/jenspeick,,https://twitter.com/jenspeick,,https://www.youtube.com/@JensPeickMdB,,,,,,,,,,,,,,,,,,,,,,,,
418,,Sören Pellmann,Sören,Pellmann,Die Linke,Grund- und Förderschullehrer,Leipzig; verheiratet.,verheiratet,Sachsen,Wahlkreis 152: Leipzig II,https://www.bundestag.de/abgeordnete/biografien/P/pellmann_soeren-1046508,https://www.soeren-pellmann.de/home/home/,https://www.facebook.com/Linkepelli,https://www.instagram.com/soerenpellmann,,https://x.com/LINKEPELLI?mx=2,,,,,,,,,,,,,,,,,,,,,,,,,,
419,,Tobias Matthias Peterka,Tobias Matthias,Peterka,AfD,,Achern; ledig.,ledig,Bayern,Wahlkreis 236: Bayreuth,https://www.bundestag.de/abgeordnete/biografien/P/peterka_tobias-1046514,https://tobias-matthias-peterka.de/,https://www.facebook.com/TobiasPeterka/,https://www.instagram.com/tobiaspeterkamdb/?hl=de,https://www.tiktok.com/@tmpeterka_mdb,https://twitter.com/TobiasMPeterka?lang=de,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Dr.,med. Paula Piechotta,med. Paula,Piechotta,Bündnis 90/Die Grünen,Ärztin,Gera.,geschieden,Sachsen,Wahlkreis 152: Leipzig II,https://www.bundestag.de/abgeordnete/biografien/P/piechotta_paula-1046534,https://www.paulapiechotta.de,,https://www.instagram.com/paula.piechotta/,https://www.tiktok.com/@paulapiechotta,https://twitter.com/PaulaPiechotta,,,,,,,,,,,,,,,,,,,,https://web-cdn.bsky.app/profile/paulapiechotta.de,,,,,,
421,Dr.,med. Stephan Pilsinger,med. Stephan,Pilsinger,CDU/CSU,Hausarzt,München; römisch-katholisch; ledig.,ledig,Bayern,Wahlkreis 219: München-West/Mitte,https://www.bundestag.de/abgeordnete/biografien/P/pilsinger_stephan-1046542,https://stephan-pilsinger.de/,https://www.facebook.com/StephanNPilsinger,https://www.instagram.com/stephan.pilsinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,Boris Pistorius,Boris,Pistorius,SPD,Jurist,Osnabrück; verheiratet; zwei Kinder.,verheiratet,Niedersachsen,Wahlkreis 042: Stadt Hannover II,https://www.bundestag.de/abgeordnete/biografien/P/pistorius_boris-1046550,,https://www.facebook.com/@borispistorius,https://www.instagram.com/boris.pistorius/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Dr.,Christoph Ploß,Christoph,Ploß,CDU/CSU,Historiker,Hamburg; evangelisch; ledig.,ledig,Hamburg,Wahlkreis 021: Hamburg-Nord,https://www.bundestag.de/abgeordnete/biografien/P/ploss_christoph-1046560,http://www.christoph-ploss.de/,,https://www.instagram.com/christophplossmdb/,https://www.tiktok.com/@christoph.ploss,https://twitter.com/christophploss,,,,,,,https://www.youtube.com/channel/UCnmzzu11Itx3KVu5fputxoQ,,,,,,,,https://de.linkedin.com/in/christophploss,,,,,,,,,,,
424,Dr.,Martin Plum,Martin,Plum,CDU/CSU,Richter a. D.,Mönchengladbach; römisch-katholisch; verheiratet; zwei Kinder.,verheiratet,Nordrhein-Westfalen,Wahlkreis 110: Viersen,https://www.bundestag.de/abgeordnete/biografien/P/plum_martin-1046564,https://martin-plum.de/,https://www.facebook.com/martin.plum.cdu,https://www.instagram.com/martin.plum.cdu,,,,,,,,,,,,,,,,,https://www.linkedin.com/in/martin-plum,,,,,,,,,,,
425,,Oliver Pöpsel,Oliver,Pöpsel,CDU/CSU,Versicherungsfachmann,Lippetal.,geschieden,Nordrhein-Westfalen,Wahlkreis 145: Soest,https://www.bundestag.de/abgeordnete/biografien/P/poepsel_oliver-1046586,https://www.oliverpoepsel.de/,https://www.facebook.com/oliver.popsel,https://www.instagram.com/oliverpopsel/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,Jan-Wilhelm Pohlmann,Jan-Wilhelm,Pohlmann,CDU/CSU,Politik- und Verwaltungswissenschaftler,Korbach.,geschieden,Hessen,Wahlkreis 166: Waldeck,https://www.bundestag.de/abgeordnete/biografien/P/pohlmann_jan-1046570,https://www.jan-wilhelm-pohlmann.de,https://www.facebook.com/p/jan-wilhelm-pohlmann-mdl-100075811663922/,https://www.instagram.com/janwilhelm.cduhessen/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,Filiz Polat,Filiz,Polat,Bündnis 90/Die Grünen,Diplom Volkswirtin,Bramsche.,geschieden,Niedersachsen,Wahlkreis 038: Osnabrück-Land,https://www.bundestag.de/abgeordnete/biografien/P/polat_filiz-1046574,http://filiz-polat.de/,https://www.facebook.com/Filiz.Polat.Bundestag/,https://www.instagram.com/filiz.polat.mdb,,https://twitter.com/filizgreen,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,Sabine Poschmann,Sabine,Poschmann,SPD,Betriebswirtin (VWA),Castrop-Rauxel; verheiratet; ein Kind.,verheiratet,Nordrhein-Westfalen,Wahlkreis 142: Dortmund II,https://www.bundestag.de/abgeordnete/biografien/P/poschmann_sabine-1046592,http://www.sabine-poschmann.de,https://www.facebook.com/poschmann.spd,https://www.instagram.com/poschmannsabine/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Dr.,David Sebastian Preisendanz,David Sebastian,Preisendanz,CDU/CSU,Rechtsanwalt,Böblingen; evangelisch; verheiratet; drei Kinder.,verheiratet,Baden-Württemberg,Wahlkreis 261: Esslingen,https://www.bundestag.de/abgeordnete/biografien/P/preisendanz_david-1049074,https://www.david-preisendanz.de/,https://www.facebook.com/dr.davidpreisendanz,https://www.instagram.com/david_preisendanz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,Stephan Protschka,Stephan,Protschka,AfD,,Dingolfing; römisch-katholisch; verheiratet; zwei Kinder.,verheiratet,Bayern,Wahlkreis 229: Rottal-Inn,https://www.bundestag.de/abgeordnete/biografien/P/protschka_stephan-1046620,https://www.stephan-protschka.de/,https://www.facebook.com/Protschka.Stephan/,https://www.instagram.com/stephan.protschka.mdb/,https://www.tiktok.com/@protschkasposition,,,,,,,,https://www.youtube.com/channel/UCX3R__dB_59VcepZLc_SxVw?view_as=subscriber,,,,,,,,,,,,,,,,,,https://t.me/Protschka,
